frequency_hz,two_ray_los_db,two_ray_with_reflector_db,room_metal_db,room_concrete_db,room_foam_board_db
4090000000.0,-54.682249382030214,-52.477818278192046,-57.63839450096799,-60.332438165671405,-59.946321994338724
4092000000.0,-54.68649572268582,-52.661968754253735,-57.63839450096799,-60.332438165671405,-59.946321994338724
4094000000.0,-54.69073998841311,-52.85411761542355,-57.63839450096799,-60.332438165671405,-59.946321994338724
4096000000.0,-54.694982181238856,-53.05458670544276,-57.63839450096799,-60.332438165671405,-59.946321994338724
4098000000.0,-54.6992223031869,-53.26372423185701,-57.63839450096799,-60.332438165671405,-59.946321994338724
4100000000.0,-54.703460356278086,-53.481907282547006,-57.63839450096799,-60.332438165671405,-59.946321994338724
4102000000.0,-54.70769634253032,-53.70954462003236,-57.63839450096799,-60.332438165671405,-59.946321994338724
4104000000.0,-54.71193026395858,-53.947079780071086,-57.63839450096799,-60.332438165671405,-59.946321994338724
4106000000.0,-54.716162122574836,-54.19499450017846,-57.63839450096799,-60.332438165671405,-59.946321994338724
4108000000.0,-54.72039192038818,-54.45381250049835,-57.63839450096799,-60.332438165671405,-59.946321994338724
4110000000.0,-54.72461965940476,-54.724103632501354,-57.63839450096799,-60.332438165671405,-59.946321994338724
4112000000.0,-54.72884534162776,-55.00648839808976,-57.63839450096799,-60.332438165671405,-59.946321994338724
4114000000.0,-54.73306896905748,-55.30164281953275,-57.63839450096799,-60.332438165671405,-59.946321994338724
4116000000.0,-54.73729054369129,-55.610303604030626,-57.63839450096799,-60.332438165671405,-59.946321994338724
4118000000.0,-54.74151006752362,-55.933273487697335,-57.63839450096799,-60.332438165671405,-59.946321994338724
4120000000.0,-54.745727542546064,-56.27142655006131,-57.63839450096799,-60.332438165671405,-59.946321994338724
4122000000.0,-54.749942970747256,-56.6257131426964,-57.63839450096799,-60.332438165671405,-59.946321994338724
4124000000.0,-54.75415635411295,-56.99716384458477,-57.63839450096799,-60.332438165671405,-59.946321994338724
4126000000.0,-54.75836769462603,-57.38689149571205,-57.63839450096799,-60.332438165671405,-59.946321994338724
4128000000.0,-54.762576994266475,-57.796089796146234,-57.63839450096799,-60.332438165671405,-59.946321994338724
4130000000.0,-54.7667842550114,-58.226026075500414,-57.63839450096799,-60.332438165671405,-59.946321994338724
4132000000.0,-54.770989478835034,-58.67802445682484,-57.63839450096799,-60.332438165671405,-59.946321994338724
4134000000.0,-54.775192667708765,-59.15343347735515,-57.63839450096799,-60.332438165671405,-59.946321994338724
